sku,nombre,estado_actual,ruta_imagen_actual,ubicacion,notas
prod-00691,COMPLEJO B + ZINC + VITA PHARB,sin_resolver,imagenesmedimentos/genericas/vitaminas.svg,genericas,"QA visual: foto muestra marca Vit Max B, no Pharb como indica el nombre; Fase 2: reemplazada desde fuente permitida (https://www.farmatodo.com.co/producto/500024390-multivitaminico-vitmax-b-complejo-b---zinc-x-30-capsulas-vitmax-b-caja-x-x-30-unidades); QA2 tras Fase 2: sigue sin coincidir (Muestra marca Vit Max B, no Pharb); imagen descartada movida a _descartadas_qa2/; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles"
prod-00687,SURELAB ULTRA MULTIVITA VAINIL,sin_resolver,imagenesmedimentos/genericas/vitaminas.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas
prod-00444,VITAMINA E COLMED 10 CAPSULAS,sin_resolver,imagenesmedimentos/genericas/vitaminas.svg,genericas,"QA visual: foto muestra envase de 100 cápsulas, no 10 como indica el nombre; Fase 2: reemplazada desde fuente permitida (https://www.farmaciaspasteur.com.co/salud-y-medicamentos-maternidad-vitaminas-vitamina-e-colmed-capsulas-blandas-400-ui-639846/p?srsltid=AfmBOoob3UZov01FMcelEl-zLzQlNrS9IWtLQnnkMBsHvjpQUv0RcRHi); QA2 tras Fase 2: sigue sin coincidir (Muestra 100 capsulas, no 10); imagen descartada movida a _descartadas_qa2/; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles"
prod-00901,GLUCOPHAGE 500MG METFORMINA,ok,imagenesmedimentos/reales/prod-00901.jpg,reales,
prod-00900,IBUPROFENO 800MG LAPROFF,ok,imagenesmedimentos/reales/prod-00900.jpg,reales,
prod-00899,CLARITROMICINA 500 MG LAPROFF,corregida,imagenesmedimentos/reales/prod-00899.jpg,reales,"Fase 2: sin coincidencia confiable en fuentes permitidas; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes, incl. Tu Drogueria Virtual): confirmada por QA visual"
prod-00898,KIT NEBULIZADOR PEDIATRICO,ok,imagenesmedimentos/reales/prod-00898.jpg,reales,
prod-00897,KIT NEBULIZADOR ADULTO,ok,imagenesmedimentos/reales/prod-00897.jpg,reales,
prod-00889,ISOFLAVONAS DE SOYA 500MG,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles
prod-00877,VALSARTAN 160MG MK,ok,imagenesmedimentos/reales/prod-00877.png,reales,
prod-00876,VALSARTAN 80MG MK,ok,imagenesmedimentos/reales/prod-00876.png,reales,
prod-00873,LOSARTAN 50MG LA SANTE,ok,imagenesmedimentos/reales/prod-00873.png,reales,
prod-00865,CLARITROMICINA 250MG/5ML,ok,imagenesmedimentos/reales/prod-00865.jpg,reales,
prod-00864,BAJALENGUAS DE MADERA,ok,imagenesmedimentos/reales/prod-00864.png,reales,
prod-00859,BELLAFACE SUAVE 28 TABLETAS,ok,imagenesmedimentos/reales/prod-00859.png,reales,
prod-00857,VIVE 100 ORIGINAL 310ML,ok,imagenesmedimentos/reales/prod-00857.png,reales,
prod-00855,BUSCAPINA FEM,ok,imagenesmedimentos/reales/prod-00855.png,reales,
prod-00854,CIRUELAX 20 TABLETAS,ok,imagenesmedimentos/reales/prod-00854.jpg,reales,
prod-00853,CENTRUM WOMEN 30 TABLETAS,ok,imagenesmedimentos/reales/prod-00853.webp,reales,
prod-00850,CENTRUM MEN 30 TABLETAS,corregida,imagenesmedimentos/reales/prod-00850.jpg,reales,"QA visual: foto muestra envase de 60 tabletas, no 30 como indica el nombre; Fase 2: reemplazada desde fuente permitida (https://www.drogueriascafam.com.co/smart-nutrition/28643-comprar-en-cafam-centrum-silver-men-50-anos-con-30-tabletas-precio-7702132000974.html?srsltid=AfmBOopqcB0JwjO1FwBq9TOkD9yEP1TaJ39EGMSj8FC0j-S2FwUfve2f); QA2 tras Fase 2: sigue sin coincidir (Es Centrum Silver Men +50, no Centrum Men); imagen descartada movida a _descartadas_qa2/; Fase 2 reintento 2 (dominios ampliados: Colsubsidio/Olimpica/San Jorge/Exito): confirmada por QA visual"
prod-00849,CENTRUM ADVANCE 30 TABLETAS,ok,imagenesmedimentos/reales/prod-00849.jpg,reales,
prod-00848,DOLEX FORTE,ok,imagenesmedimentos/reales/prod-00848.png,reales,
prod-00844,TIQUEPIN QUETIAPINA 25MG,ok,imagenesmedimentos/reales/prod-00844.png,reales,
prod-00843,DOMICILIO,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,"QA visual: imagen es un placeholder de foto no disponible, no un producto real; Fase 2: reemplazada desde fuente permitida (https://www.farmatodo.com.co/producto/205950034-servicio-domicilio-web); QA2 tras Fase 2: sigue sin coincidir (Imagen placeholder foto no disponible); imagen descartada movida a _descartadas_qa2/; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles"
prod-00842,GINGO BILOBA,ok,imagenesmedimentos/reales/prod-00842.jpg,reales,
prod-00840,SMECTA SOBRE,ok,imagenesmedimentos/reales/prod-00840.webp,reales,
prod-00839,VASO ALOHA KOLA,ok,imagenesmedimentos/reales/prod-00839.png,reales,
prod-00838,GALLETA HELADO JUMBO,ok,imagenesmedimentos/reales/prod-00838.jpg,reales,
prod-00837,GALLETA HELADO NAPOLITANA,ok,imagenesmedimentos/reales/prod-00837.jpg,reales,
prod-00835,PALETA CHOCOLISTO CHOCOLATE,ok,imagenesmedimentos/reales/prod-00835.png,reales,
prod-00834,PALETA POLET CEREZA,corregida,imagenesmedimentos/reales/prod-00834.jpg,reales,"QA visual: foto muestra sabor frutos del bosque, no cereza como indica el nombre; Fase 2: reemplazada desde fuente permitida (https://www.farmaciaspasteur.com.co/hogar-enlatados-y-otros-alimentos-snacks-paleta-polet-crem-helado-cereza-amarena-bolsa-85-g-694068/p?srsltid=AfmBOopzQTjc2xfXRGeFbgERsYrl0BonuEXfbkvZyqysnB3dVY1-G2N2)"
prod-00832,PALET POLET CHOCOAVELLANA,ok,imagenesmedimentos/reales/prod-00832.png,reales,
prod-00831,HELADO CASERO COCO,ok,imagenesmedimentos/reales/prod-00831.png,reales,
prod-00830,HELADO CASERO RON PASAS,ok,imagenesmedimentos/reales/prod-00830.jpg,reales,
prod-00829,HELADO CASERO GUANABANA,ok,imagenesmedimentos/reales/prod-00829.jpg,reales,
prod-00828,HELADO CASERO YOGURT FRESA,ok,imagenesmedimentos/reales/prod-00828.png,reales,
prod-00827,HELADO ARTESANAL MARACUYA,ok,imagenesmedimentos/reales/prod-00827.png,reales,
prod-00826,HELADO ARTESANAL TRES LECHES,ok,imagenesmedimentos/reales/prod-00826.jpg,reales,
prod-00825,HELADO ARTESANAL MANDARINA,corregida,imagenesmedimentos/reales/prod-00825.jpg,reales,Fase 2: sin coincidencia confiable en fuentes permitidas; Fase 2 reintento 2 (dominios ampliados: Colsubsidio/Olimpica/San Jorge/Exito): confirmada por QA visual
prod-00822,PAÑALES WINNY PANTS ETAPA 4,ok,imagenesmedimentos/reales/prod-00822.png,reales,
prod-00819,HIDRAPLUS 75 ZINC 400ML UVA,ok,imagenesmedimentos/reales/prod-00819.png,reales,
prod-00818,AMPER ENERGY 473ML,ok,imagenesmedimentos/reales/prod-00818.webp,reales,
prod-00816,RED BULL LATA 250ML,corregida,imagenesmedimentos/reales/prod-00816.webp,reales,"QA visual: foto muestra lata de 355ml, no 250ml como indica el nombre; Fase 2: reemplazada desde fuente permitida (https://www.farmatodo.com.co/producto/1004628-bebida-energizante-red)"
prod-00808,PALETA ALOHA LIMON,ok,imagenesmedimentos/reales/prod-00808.png,reales,
prod-00807,PALETA ALOHA NARANJA,ok,imagenesmedimentos/reales/prod-00807.png,reales,
prod-00806,PALETA JET GOOL,ok,imagenesmedimentos/reales/prod-00806.png,reales,
prod-00803,CHOCOCONO X90G,corregida,imagenesmedimentos/reales/prod-00803.jpg,reales,Fase 2: sin coincidencia confiable en fuentes permitidas; Fase 2 reintento 2 (dominios ampliados: Colsubsidio/Olimpica/San Jorge/Exito): confirmada por QA visual
prod-00799,ABRILAR EA 575 JARABE 100ML,ok,imagenesmedimentos/reales/prod-00799.jpg,reales,
prod-00787,ACONDIC SAVITAL 490ML ELIXIR R,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,"QA visual: foto muestra shampoo, no acondicionador; volumen 510ml no 490ml; Fase 2: reemplazada desde fuente permitida (https://www.farmatodo.com.co/producto/218650129-oferta-shampoo-savital-aceite-de-argan-x-550ml--acondicionador-savital-x-530ml); QA2 tras Fase 2: sigue sin coincidir (Es shampoo Savital, no acondicionador); imagen descartada movida a _descartadas_qa2/"
prod-00784,SHAMPO DOVE RECONSTRUCCION + A,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles
prod-00781,ACONDICIONADOR DOVE RECONSTRUC,corregida,imagenesmedimentos/reales/prod-00781.jpg,reales,Fase 2: reemplazada desde fuente permitida (https://www.drogueriascafam.com.co/cuidado-personal/32431-acondicionador-dove-7702006208611.html?srsltid=AfmBOoqHQnjvwVaENsRp8JaGUph_bhRjwMTTaGCWFnpbZdhrN2kVPHuz)
prod-00776,CREMA DENTAL NIÑOS PROQUIDENT,ok,imagenesmedimentos/reales/prod-00776.jpg,reales,
prod-00773,ACONDICIONADOR BAMBU PANTENE 4,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas
prod-00771,PESTAÑINA MAX FACTOR PROMO,ok,imagenesmedimentos/reales/prod-00771.webp,reales,
prod-00760,SERUM DREAMLISO 100ML,ok,imagenesmedimentos/reales/prod-00760.jpg,reales,
prod-00754,SHAMPO REPARA TOTAL5 ELVIVE 37,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas
prod-00745,ELECTROLIT PONCHE DE FRUTAS,ok,imagenesmedimentos/reales/prod-00745.webp,reales,
prod-00744,ELECTROLIT LIMA LIMON,ok,imagenesmedimentos/reales/prod-00744.jpg,reales,
prod-00743,ATORVASTATINA LA SANTE 20MG,ok,imagenesmedimentos/reales/prod-00743.png,reales,
prod-00742,CLOPIDOGREL 75MG AG CAJA,ok,imagenesmedimentos/reales/prod-00742.webp,reales,
prod-00741,METOCLOPRAMIDA BLISTER SANFER,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,"QA visual: foto muestra ampollas inyectables Genfar, no blister de tabletas Sanfer; Fase 2: reemplazada desde fuente permitida (https://www.farmatodo.com.co/producto/214850238-metoclopramida-4-mgml--sanfer-solucion-oral-gotas-x-30-ml); QA2 tras Fase 2: sigue sin coincidir (Muestra frasco de gotas, no blister de tabletas); imagen descartada movida a _descartadas_qa2/; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles"
prod-00739,ALIPRID ALIZAPRIDA 15ML,ok,imagenesmedimentos/reales/prod-00739.jpg,reales,
prod-00738,IGORA 7-65 CAFE MOCA CLARO,ok,imagenesmedimentos/reales/prod-00738.jpg,reales,
prod-00737,IGORA 1-0 NEGRO,ok,imagenesmedimentos/reales/prod-00737.jpg,reales,
prod-00736,2 IGORA 6-34 CHOCOLATE DORADO,ok,imagenesmedimentos/reales/prod-00736.png,reales,
prod-00734,2 TUBOS IGORA 4-0 CASTAÑO MEDI,ok,imagenesmedimentos/reales/prod-00734.webp,reales,
prod-00732,IGORA 606 CHOCOLATE INTENSO BR,corregida,imagenesmedimentos/reales/prod-00732.jpg,reales,Fase 2: sin coincidencia confiable en fuentes permitidas; Fase 2 reintento 2 (dominios ampliados: Colsubsidio/Olimpica/San Jorge/Exito): confirmada por QA visual
prod-00730,STAMYL 20 GRAGEAS,ok,imagenesmedimentos/reales/prod-00730.jpg,reales,
prod-00728,BIGEN MENS SPEEDY 101 NEGRO,ok,imagenesmedimentos/reales/prod-00728.jpg,reales,
prod-00727,BIGEN 59 NEGRO ORIENTAL,ok,imagenesmedimentos/reales/prod-00727.webp,reales,
prod-00726,"PIROXICAM 0,5% GEL 30G",ok,imagenesmedimentos/reales/prod-00726.png,reales,
prod-00725,OSCILLOCOCCINUM 6 DOSIS,ok,imagenesmedimentos/reales/prod-00725.jpg,reales,
prod-00724,PAPEL HIGIENICO FAMILIA,ok,imagenesmedimentos/reales/prod-00724.png,reales,
prod-00721,LOMOTIL 4 TABLETAS,ok,imagenesmedimentos/reales/prod-00721.jpg,reales,
prod-00719,BELLAFACE 21 TABLETAS,ok,imagenesmedimentos/reales/prod-00719.jpg,reales,
prod-00718,VALERIANA + PASIFLORA 60ML,ok,imagenesmedimentos/reales/prod-00718.png,reales,
prod-00716,PESTAÑINA VOGUE,ok,imagenesmedimentos/reales/prod-00716.png,reales,
prod-00714,RUBOR VOGUE,ok,imagenesmedimentos/reales/prod-00714.webp,reales,
prod-00713,RUBOR NAILEN,ok,imagenesmedimentos/reales/prod-00713.jpg,reales,
prod-00711,PRESTOBARBA VENUS MUJER,ok,imagenesmedimentos/reales/prod-00711.png,reales,
prod-00709,POLVO NAILEN,ok,imagenesmedimentos/reales/prod-00709.png,reales,
prod-00708,PESTAÑINA NAILEN,ok,imagenesmedimentos/reales/prod-00708.jpg,reales,
prod-00707,PESTAÑINA VOGUE EFECTO MUÑECA,ok,imagenesmedimentos/reales/prod-00707.png,reales,
prod-00706,LAPIZ NAILEN CEJA OJO,ok,imagenesmedimentos/reales/prod-00706.jpg,reales,
prod-00705,LABIAL NAILEN,ok,imagenesmedimentos/reales/prod-00705.jpg,reales,
prod-00703,LABIAL NAILEN LARGA DURACION,ok,imagenesmedimentos/reales/prod-00703.png,reales,
prod-00702,JABON NEKO,ok,imagenesmedimentos/reales/prod-00702.png,reales,
prod-00701,ILUMINADOR NAILEN,ok,imagenesmedimentos/reales/prod-00701.jpg,reales,
prod-00700,CORRECTOR LIQUIDO VOGUE,ok,imagenesmedimentos/reales/prod-00700.png,reales,
prod-00699,CORRECTOR LIQUIDO NAILEN,ok,imagenesmedimentos/reales/prod-00699.png,reales,
prod-00698,BASE VOGUE 25ML,ok,imagenesmedimentos/reales/prod-00698.jpg,reales,
prod-00695,ACEITE DE CALENDULA 120ML,corregida,imagenesmedimentos/reales/prod-00695.jpg,reales,Fase 2: sin coincidencia confiable en fuentes permitidas; Fase 2 reintento 2 (dominios ampliados: Colsubsidio/Olimpica/San Jorge/Exito): confirmada por QA visual
prod-00692,OMEGA 3 PHARBIOLAB,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,"QA visual: foto muestra Sundown Naturals Fish Oil, no marca Pharbiolab; Fase 2: reemplazada desde fuente permitida (https://www.farmatodo.com.co/producto/1014847-fish-oil-1000mg-tab); QA2 tras Fase 2: sigue sin coincidir (Muestra marca Sundown Naturals, no Pharbiolab); imagen descartada movida a _descartadas_qa2/; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles"
prod-00690,SURELAB MAMA POLVO VAINILLA PH,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas
prod-00686,PROPOLVIK PASTILLAS GARGANTA S,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,"QA visual: foto muestra pastillas Bucoxol Garganta, marca distinta a Propolvik; Fase 2: reemplazada desde fuente permitida (https://www.farmatodo.com.co/a/p/pastillas-garganta-irritada.html); QA2 tras Fase 2: sigue sin coincidir (Muestra Bucoxol frutos rojos, no Propolvik cereza); imagen descartada movida a _descartadas_qa2/; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles"
prod-00685,FYBOGEL SOBRE,ok,imagenesmedimentos/reales/prod-00685.png,reales,
prod-00684,VITAFER SACHETS,corregida,imagenesmedimentos/reales/prod-00684.jpg,reales,"QA visual: nombre dice sachets pero foto muestra frasco liquido de 500ml; Fase 2: reemplazada desde fuente permitida (https://www.farmatodo.com.co/producto/201500212-multivitaminico-vitafer-l--frasco-x500ml); QA2 tras Fase 2: sigue sin coincidir (Muestra frasco Vitafer-L, no sachets); imagen descartada movida a _descartadas_qa2/; Fase 2 reintento 2 (dominios ampliados: Colsubsidio/Olimpica/San Jorge/Exito): confirmada por QA visual"
prod-00683,ENGYSTOL 50 COMPRIMIDOS,ok,imagenesmedimentos/reales/prod-00683.webp,reales,
prod-00682,MASMELOS MILLOWS,ok,imagenesmedimentos/reales/prod-00682.jpg,reales,
prod-00681,GOMITAS TRULULU SURTIDO,ok,imagenesmedimentos/reales/prod-00681.jpg,reales,
prod-00680,GOMITAS GRISSLY SURTIDAS,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas
prod-00679,BOM BOM BUM SURTIDO,corregida,imagenesmedimentos/reales/prod-00679.jpg,reales,Fase 2: sin coincidencia confiable en fuentes permitidas; Fase 2 reintento 2 (dominios ampliados: Colsubsidio/Olimpica/San Jorge/Exito): confirmada por QA visual
prod-00678,POPETAS SURTIDAS,ok,imagenesmedimentos/reales/prod-00678.jpg,reales,
prod-00677,CHOCORRAMO GRANDE,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,"QA visual: foto muestra barrita pequeña sabor frutos rojos, no el Chocorramo grande clasico; Fase 2: reemplazada desde fuente permitida (https://www.farmatodo.com.co/producto/1010576-barra-chocorramo-con-mermelada-x-1-und); QA2 tras Fase 2: sigue sin coincidir (Es Chocoramo Barrita 40g, no version grande); imagen descartada movida a _descartadas_qa2/; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles"
prod-00676,GALLETA TOSH MIEL,ok,imagenesmedimentos/reales/prod-00676.png,reales,
prod-00674,HALLS TUBO SURTIDO,corregida,imagenesmedimentos/reales/prod-00674.webp,reales,Fase 2: reemplazada desde fuente permitida (https://www.farmatodo.com.co/producto/1041618-menta-halls-fruit-mix)
prod-00672,DETODITO SURTIDO,ok,imagenesmedimentos/reales/prod-00672.png,reales,
prod-00671,TRULULU FEROZ,ok,imagenesmedimentos/reales/prod-00671.jpg,reales,
prod-00669,TRIDENT SURTIDOS,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,"QA visual: nombre dice surtidos pero foto muestra un solo sabor Yerbabuena; Fase 2: reemplazada desde fuente permitida (https://www.farmatodo.com.co/producto/226850323-chicle-trident-menta-x-5-und); QA2 tras Fase 2: sigue sin coincidir (Un solo sabor sandia, no surtidos); imagen descartada movida a _descartadas_qa2/; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles"
prod-00668,JUMBO MANI GRANDE,corregida,imagenesmedimentos/reales/prod-00668.jpg,reales,"QA visual: nombre dice mani (cacahuate) pero foto muestra Jumbo Almendras; Fase 2: reemplazada desde fuente permitida (https://www.farmatodo.com.co/producto/235850253-chocolatina-jumbo-ryan-castro-x-170-gr); QA2 tras Fase 2: sigue sin coincidir (Parece galleta/wafer edicion especial, no mani simple); imagen descartada movida a _descartadas_qa2/; Fase 2 reintento 2 (dominios ampliados: Colsubsidio/Olimpica/San Jorge/Exito): confirmada por QA visual"
prod-00667,JUMBO MANI MEDIANA,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas
prod-00665,GALLETA OREO,ok,imagenesmedimentos/reales/prod-00665.jpg,reales,
prod-00664,AGUA BRISA SURTIDA SABORIZADA,ok,imagenesmedimentos/reales/prod-00664.webp,reales,
prod-00663,JUGO HIT SURTIDOS,ok,imagenesmedimentos/reales/prod-00663.jpg,reales,
prod-00662,COCA COLA 400ML,ok,imagenesmedimentos/reales/prod-00662.webp,reales,
prod-00661,AGUA CRISTAL MINI,ok,imagenesmedimentos/reales/prod-00661.png,reales,
prod-00660,AGUA BRISA CON GAS 600ML,ok,imagenesmedimentos/reales/prod-00660.png,reales,
prod-00659,BIPERIDENO 2MG MK,ok,imagenesmedimentos/reales/prod-00659.png,reales,
prod-00655,IBUPROFENO 800MG CAPS LIQU MK,ok,imagenesmedimentos/reales/prod-00655.jpg,reales,
prod-00654,SHAMPOO NUTRIBELA ARGAN 400ML,ok,imagenesmedimentos/reales/prod-00654.jpg,reales,
prod-00653,POMYS ORIGINAL 6O UNI,ok,imagenesmedimentos/reales/prod-00653.png,reales,
prod-00649,CLOTRIMAZOL CREMA 40G AG,ok,imagenesmedimentos/reales/prod-00649.webp,reales,
prod-00648,DOLEX RAPIDA ACCION,ok,imagenesmedimentos/reales/prod-00648.jpg,reales,
prod-00645,SODA HATSU 310ML,ok,imagenesmedimentos/reales/prod-00645.jpg,reales,
prod-00644,B VIT OFERTA 3 JERINGAS,ok,imagenesmedimentos/reales/prod-00644.jpg,reales,
prod-00643,BETADUO 2ML AMPOLLA,ok,imagenesmedimentos/reales/prod-00643.jpg,reales,
prod-00642,ELECTROLIT SABOR MORA AZUL,ok,imagenesmedimentos/reales/prod-00642.jpg,reales,
prod-00641,ELECTROLIT SABOR MANZANA,ok,imagenesmedimentos/reales/prod-00641.jpg,reales,
prod-00639,ELECTROLIT SABOR FRESA,corregida,imagenesmedimentos/reales/prod-00639.jpg,reales,"QA visual: nombre dice sabor fresa pero foto muestra Electrolit Fresa-Kiwi; Fase 2: reemplazada desde fuente permitida (https://www.farmatodo.com.co/producto/1054483-electrolit-suero-hidratante-fresa-frasco-x-625-ml); QA2 tras Fase 2: sigue sin coincidir (Sabor ponche de frutas, no fresa); imagen descartada movida a _descartadas_qa2/; Fase 2 reintento 2 (dominios ampliados: Colsubsidio/Olimpica/San Jorge/Exito): confirmada por QA visual"
prod-00638,FOSFOGEN COMPLEJO B X30 CAPSUL,sin_resolver,imagenesmedimentos/genericas/vitaminas.svg,genericas,"QA visual: foto muestra caja generica Complejo-B sin marca Fosfogen; Fase 2: reemplazada desde fuente permitida (https://www.drogueriascafam.com.co/medicamentos/3303-comprar-en-cafam-complejo-b-caja-con-250-grageas-precio-7702184010082.html?srsltid=AfmBOopctwnkUYVqwbnZi8iV9UvGqFyIZFcgGfaUZvKKmS1_4X6alt3M); QA2 tras Fase 2: sigue sin coincidir (Es Complejo B Ecar 250 grageas, no Fosfogen 30 capsulas); imagen descartada movida a _descartadas_qa2/; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles"
prod-00637,COMPLEJO B +ZINC + VITAMINA D3,ok,imagenesmedimentos/reales/prod-00637.jpg,reales,
prod-00636,ACTIVIT B COMPLEJO B,sin_resolver,imagenesmedimentos/genericas/vitaminas.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas
prod-00634,BISACODILO 10 TABLETAS,ok,imagenesmedimentos/reales/prod-00634.jpg,reales,
prod-00631,TAPABOCAS INDIVIDUAL,ok,imagenesmedimentos/reales/prod-00631.jpg,reales,
prod-00630,ALCOHOL OSA X345ML,ok,imagenesmedimentos/reales/prod-00630.jpg,reales,
prod-00629,ALCOHOL OSA X120ML,ok,imagenesmedimentos/reales/prod-00629.jpg,reales,
prod-00628,NEXT GRIPA GEL,ok,imagenesmedimentos/reales/prod-00628.jpg,reales,
prod-00627,GENOPRAZOL 20MG 14 CAPSULAS,ok,imagenesmedimentos/reales/prod-00627.jpg,reales,
prod-00626,LIMA DELGADA,ok,imagenesmedimentos/reales/prod-00626.jpg,reales,
prod-00625,REMOVEDOR LANDER TRADICIONAL 3,ok,imagenesmedimentos/reales/prod-00625.png,reales,
prod-00614,LIBELLE 2 TABL NOVAMED,corregida,imagenesmedimentos/reales/prod-00614.jpg,reales,"QA visual: nombre dice Libelle pero foto muestra Novasleep (eszopiclona), producto distinto; Fase 2: reemplazada desde fuente permitida (https://www.drogueriascafam.com.co/medicamentos/33722-nova-2-mg-30-tabletas-recubiertas--7703546489942.html?srsltid=AfmBOoq8oF2qCdKY8SrYmNMAy46GQpZrm3lEVsUmH-yGpHyPP_eq3VV_); QA2 tras Fase 2: sigue sin coincidir (Es Novasleep eszopiclona, producto distinto a Libelle); imagen descartada movida a _descartadas_qa2/; Fase 2 reintento 2 (dominios ampliados: Colsubsidio/Olimpica/San Jorge/Exito): confirmada por QA visual"
prod-00612,GLUCERNA 237ML VAINILLA,ok,imagenesmedimentos/reales/prod-00612.jpg,reales,
prod-00608,SERVICIO GLUCOMETRIA,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,"QA visual: imagen genérica ""foto no disponible"", no muestra el producto real; Fase 2: reemplazada desde fuente permitida (https://www.farmatodo.com.co/producto/1053441-servicio); QA2 tras Fase 2: sigue sin coincidir (Imagen placeholder foto no disponible); imagen descartada movida a _descartadas_qa2/; Fase 2 reintento 2 (dominios ampliados): candidato encontrado pero sigue sin coincidir tras QA visual; Fase 2 reintento 3 (12 fuentes): candidato encontrado pero sigue sin coincidir tras QA visual - agotadas las fuentes permitidas disponibles"
prod-00604,GOTERO DE VIDRIO,ok,imagenesmedimentos/reales/prod-00604.png,reales,
prod-00602,GUANTES QUIRURGICOS ESTERIL,ok,imagenesmedimentos/reales/prod-00602.jpg,reales,
prod-00594,PRESTOBARBA GILLETTE AZUL,ok,imagenesmedimentos/reales/prod-00594.png,reales,
prod-00592,DOLORSIN FEM,ok,imagenesmedimentos/reales/prod-00592.jpg,reales,
prod-00590,OMEPRAZOL 20MG 30 CAPSULAS LA ,ok,imagenesmedimentos/reales/prod-00590.webp,reales,
prod-00584,TERMOMETRO DIGITAL INFANTIL,ok,imagenesmedimentos/reales/prod-00584.jpg,reales,
prod-00582,SULZINC 30 TABLETAS HUMA,ok,imagenesmedimentos/reales/prod-00582.jpg,reales,
prod-00579,TERMOMETRO DIGITAL TERMOCARE,sin_resolver,imagenesmedimentos/genericas/otros.svg,genericas,Fase 2: sin coincidencia confiable en fuentes permitidas
